id,member_id,term,purpose,loan_status,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,revol_bal,revol_util,total_acc,acc_open_past_24mths,total_pymnt
41122343,43998201, 36 months,credit_card,Fully Paid,20000,12.69,670.9,MORTGAGE,53000,Source Verified,23209,78.4,17,4,22207.53
38567907,41351795, 36 months,credit_card,Fully Paid,9000,11.99,298.89,RENT,75000,Not Verified,11071,55.1,16,4,9457.93
65433274,70020014, 36 months,credit_card,Fully Paid,7200,9.17,229.53,MORTGAGE,60000,Not Verified,8165,26.9,28,4,7408.561981
57186217,60889018, 36 months,credit_card,Fully Paid,30000,6.89,924.81,MORTGAGE,88000,Source Verified,30822,64.3,21,2,32088.84
39420074,42223825, 36 months,credit_card,Fully Paid,20950,15.59,732.31,MORTGAGE,66000,Source Verified,4139,69,26,2,22910.24965
40921384,43797180, 36 months,credit_card,Fully Paid,7600,12.29,253.49,RENT,30000,Not Verified,6415,47.2,16,5,8126.28
62579963,66842694, 36 months,credit_card,Fully Paid,6000,7.26,185.98,MORTGAGE,52000,Verified,22839,66.2,29,2,6336.27
51989054,55418858, 36 months,credit_card,Fully Paid,28000,13.99,956.84,MORTGAGE,115000,Source Verified,10528,24.7,39,3,31239.43
51958475,55388248, 36 months,credit_card,Fully Paid,9800,9.99,316.18,RENT,48000,Not Verified,14534,38,10,3,10752.98
40411949,43276736, 36 months,credit_card,Charged Off,14000,11.99,464.94,MORTGAGE,68000,Source Verified,34351,79.9,42,3,5918.67
66525492,71251319, 36 months,credit_card,Fully Paid,22000,12.59,736.93,RENT,112320,Not Verified,23369,77.4,42,5,23674.13
40786520,43662249, 36 months,credit_card,Fully Paid,21600,9.17,688.59,RENT,95000,Verified,22634,64.9,10,1,23697.41
40570598,43435325, 36 months,credit_card,Charged Off,4250,15.99,149.4,RENT,12000,Verified,3973,35.2,12,0,1371.86
48916729,52205449, 36 months,credit_card,Fully Paid,7000,7.26,216.98,MORTGAGE,41000,Not Verified,5472,34.2,19,6,7581.540001
66441513,71167269, 36 months,credit_card,Fully Paid,35000,7.89,1095,MORTGAGE,130000,Source Verified,42295,49.5,33,4,36516.32
59411713,63345444, 36 months,credit_card,Fully Paid,12000,5.32,361.38,MORTGAGE,108000,Not Verified,16478,29.1,32,5,12549.48
62439757,66702486, 36 months,credit_card,Fully Paid,15000,9.17,478.19,RENT,90000,Source Verified,18805,98.5,22,1,16028.19001
37712149,40485234, 36 months,credit_card,Fully Paid,28000,6.49,858.05,MORTGAGE,150000,Source Verified,44714,45.8,31,7,29175.32
44096463,47113215, 36 months,credit_card,Fully Paid,12000,6.68,368.78,MORTGAGE,66000,Not Verified,13336,35.8,15,1,12955.17
38519782,41313729, 36 months,credit_card,Fully Paid,9000,12.39,300.61,MORTGAGE,101914,Source Verified,14459,49.7,31,6,10405.55
48725717,51974492, 36 months,credit_card,Fully Paid,5600,9.99,180.67,MORTGAGE,43000,Source Verified,5521,37.3,23,6,5821.55
39709959,42533687, 36 months,credit_card,Charged Off,8000,11.99,265.68,RENT,23000,Not Verified,6554,93.6,14,3,3971.88
43095345,46102065, 36 months,credit_card,Fully Paid,10000,13.99,341.73,RENT,21000,Verified,6066,44.3,14,7,11392.69
47727259,50965974, 36 months,credit_card,Charged Off,8325,15.61,291.09,RENT,68000,Not Verified,6982,69.9,16,5,2605.37
53674767,57205516, 36 months,credit_card,Fully Paid,15000,10.99,491.01,RENT,40000,Not Verified,15265,33.7,25,3,16760.07
54848676,58419402, 36 months,credit_card,Fully Paid,12000,6.89,369.93,RENT,42000,Verified,10254,36.6,30,5,12556.68
65802151,70434887, 36 months,credit_card,Fully Paid,8500,9.17,270.98,MORTGAGE,67000,Source Verified,5042,51.4,32,5,8888.73
46693804,49841570, 36 months,credit_card,Fully Paid,34000,8.18,1068.27,OWN,135000,Source Verified,20565,48.8,24,1,36408.33
42231229,45187946, 36 months,credit_card,Charged Off,4025,22.99,155.79,MORTGAGE,48000,Verified,15349,39.1,34,10,1553.51
57834622,61587405, 36 months,credit_card,Fully Paid,5000,11.53,164.96,RENT,36000,Verified,4033,57.6,16,3,5571.47
55918443,59580187, 36 months,credit_card,Fully Paid,19200,9.99,619.44,MORTGAGE,120000,Not Verified,45259,63,27,4,20217.66
55258482,58839204, 36 months,credit_card,Fully Paid,16000,6.24,488.5,RENT,83000,Source Verified,20789,44.6,51,3,16606.94
38446759,41230573, 36 months,credit_card,Fully Paid,10000,11.99,332.1,MORTGAGE,60000,Not Verified,28500,83.3,18,2,11296.55
65372796,69959530, 36 months,credit_card,Fully Paid,3350,13.67,113.96,RENT,43000,Verified,4556,99,22,3,3467.81
38352517,41136285, 36 months,credit_card,Fully Paid,10000,8.19,314.25,RENT,35000,Verified,7349,16.5,22,7,10737.37
65039332,69576108, 36 months,credit_card,Fully Paid,6000,11.49,197.83,OWN,48100,Source Verified,5897,83.1,24,3,6542.890001
62155156,66351868, 36 months,credit_card,Fully Paid,2800,9.17,89.27,MORTGAGE,46000,Source Verified,2276,30,29,2,2969.18
55979194,59640948, 36 months,credit_card,Fully Paid,14000,7.89,438,RENT,70000,Source Verified,39872,94.5,7,1,14184.91
42333257,45309974, 36 months,credit_card,Fully Paid,10400,6.92,320.75,MORTGAGE,140000,Not Verified,19592,57.6,50,7,11198.08
46407582,49545340, 36 months,credit_card,Fully Paid,21600,6.39,660.94,MORTGAGE,92000,Verified,24276,26.8,43,8,22813.92017
56138931,59800692, 36 months,credit_card,Fully Paid,15000,7.89,469.29,RENT,85000,Verified,13560,42.1,34,4,15889.09
58440212,62258925, 36 months,credit_card,Fully Paid,9600,8.18,301.63,MORTGAGE,130000,Not Verified,5833,17.9,27,4,10305.66
43025138,46021918, 36 months,credit_card,Fully Paid,10000,7.89,312.86,MORTGAGE,75000,Source Verified,17432,15.6,21,7,10104.01
46813696,49961466, 36 months,credit_card,Charged Off,9000,11.53,296.92,RENT,70000,Not Verified,1635,18,33,5,3557.28
61702663,65872390, 36 months,credit_card,Fully Paid,28000,13.33,947.89,MORTGAGE,90000,Verified,30563,79,25,7,28558.89
57873952,61626717, 36 months,credit_card,Fully Paid,10000,7.26,309.97,MORTGAGE,68000,Not Verified,10539,91.6,11,2,10748.14
44765141,47842853, 36 months,credit_card,Charged Off,10375,7.89,324.59,MORTGAGE,20800,Verified,11235,29.3,23,5,4081.59
56109320,59771092, 36 months,credit_card,Fully Paid,12000,9.99,387.15,RENT,110000,Source Verified,11416,90.6,15,4,12540.21
44835242,47912964, 36 months,credit_card,Fully Paid,11000,5.93,334.3,MORTGAGE,55000,Source Verified,11739,20.1,26,7,11682.23
61369370,65488121, 36 months,credit_card,Fully Paid,5000,6.24,152.66,MORTGAGE,50000,Verified,4820,13.6,20,4,5186.42
61384189,65503053, 36 months,credit_card,Charged Off,6000,16.55,212.58,MORTGAGE,24000,Verified,14410,18,49,19,1261.69
55940072,59601855, 36 months,credit_card,Fully Paid,20600,9.17,656.71,MORTGAGE,76500,Not Verified,44022,83,36,5,22523.08
61499671,65618420, 36 months,credit_card,Fully Paid,6000,9.99,193.58,MORTGAGE,60000,Source Verified,5612,82.5,11,5,6437.27
48030170,51269885, 36 months,credit_card,Fully Paid,14000,6.68,430.24,MORTGAGE,50000,Source Verified,26322,57.3,25,3,14923.15
46497189,49634940, 36 months,credit_card,Fully Paid,3500,9.99,112.92,MORTGAGE,30108,Verified,1637,29.8,32,5,3813.38
63546303,67888032, 36 months,credit_card,Fully Paid,21000,7.26,650.92,OWN,550000,Source Verified,44975,80.5,35,4,22281.42
57833684,61586443, 36 months,credit_card,Fully Paid,15000,6.89,462.41,OWN,60000,Not Verified,8985,31.1,20,2,15851.57001
55110829,58681629, 36 months,credit_card,Fully Paid,11200,12.29,373.56,MORTGAGE,60000,Source Verified,21427,60.7,21,5,12219.39
56190495,59862221, 36 months,credit_card,Fully Paid,6550,5.32,197.26,OWN,22000,Not Verified,6552,33.4,13,1,6688.89
55151941,58722783, 36 months,credit_card,Fully Paid,9500,6.89,292.86,OWN,91000,Not Verified,10902,24,32,6,9707.58
54248892,57779634, 36 months,credit_card,Fully Paid,20000,9.17,637.58,RENT,77000,Source Verified,13893,61.2,33,4,20026.09
38499092,41293004, 36 months,credit_card,Charged Off,6000,8.67,189.88,RENT,27000,Not Verified,8700,43,37,3,3038.55
65220177,69747889, 36 months,credit_card,Fully Paid,3800,10.99,124.39,RENT,21000,Verified,1883,18.6,15,6,3897.3
44025884,47042626, 36 months,credit_card,Fully Paid,7200,5.93,218.81,MORTGAGE,72750,Not Verified,6229,8.3,34,5,7501.24
53604709,57135472, 36 months,credit_card,Charged Off,5950,16.99,212.11,RENT,45000,Source Verified,3085,39.1,23,11,2409.37
57295166,60997922, 36 months,credit_card,Fully Paid,13000,11.53,428.88,RENT,42000,Source Verified,16054,47.6,11,3,14464.12
60696886,64717665, 36 months,credit_card,Fully Paid,4200,9.17,133.9,RENT,50000,Verified,2565,11,37,8,4302.96
64351277,68821024, 36 months,credit_card,Fully Paid,25000,11.49,824.29,OWN,65000,Not Verified,14308,32.1,27,9,26955.42
48172063,51421811, 36 months,credit_card,Fully Paid,20000,8.18,628.39,MORTGAGE,53000,Verified,42675,57,41,4,21170.53
46556672,49694397, 36 months,credit_card,Fully Paid,12000,6.39,367.19,MORTGAGE,63000,Not Verified,14871,62.7,11,3,12643.69
63479287,67822106, 36 months,credit_card,Fully Paid,6000,10.99,196.41,RENT,96500,Not Verified,9015,39,29,7,6005.8
43075741,46072462, 36 months,credit_card,Fully Paid,16800,7.89,525.6,RENT,166000,Not Verified,10095,88.6,14,2,17892.22
55110121,58680908, 36 months,credit_card,Fully Paid,14000,8.18,439.88,MORTGAGE,85000,Not Verified,34218,64.2,33,4,15195.8
39008203,41791919, 36 months,credit_card,Fully Paid,7000,8.19,219.97,OWN,125000,Not Verified,38159,36.5,28,4,7453.88
67467636,72279402, 36 months,credit_card,Fully Paid,13775,13.18,465.33,RENT,72000,Source Verified,10472,74.8,27,12,13995.06
56542590,60224314, 36 months,credit_card,Charged Off,4500,14.65,155.23,RENT,60000,Verified,22250,90.4,16,6,1255.91
38446570,41230379, 36 months,credit_card,Fully Paid,8000,10.49,259.99,RENT,55000,Source Verified,11876,49.3,23,5,8811.509811
60696900,64717679, 36 months,credit_card,Fully Paid,5000,5.32,150.58,RENT,55500,Source Verified,11274,30.3,17,2,5232.85
42413623,45380352, 36 months,credit_card,Charged Off,4075,17.57,146.45,OWN,19000,Verified,8571,49.8,9,4,460.67
46714511,49862339, 36 months,credit_card,Fully Paid,11000,12.69,369,MORTGAGE,65000,Not Verified,18584,81.5,29,4,11877.8
41032648,43908534, 36 months,credit_card,Fully Paid,15000,13.99,512.6,MORTGAGE,100000,Not Verified,12693,55.2,48,14,17685.54
60226028,64202774, 36 months,credit_card,Fully Paid,10000,9.17,318.79,MORTGAGE,30000,Not Verified,12012,39.9,17,4,10639.73
39611716,42435543, 36 months,credit_card,Charged Off,5000,11.99,166.05,MORTGAGE,80000,Not Verified,5913,44.5,36,6,2650.14
57284824,60987559, 36 months,credit_card,Charged Off,7000,8.18,219.94,RENT,21184,Verified,9135,91.3,13,0,1989
67339009,72140799, 36 months,credit_card,Fully Paid,17600,13.18,594.55,RENT,40000,Verified,4491,26.3,20,4,18491.55
57356055,61058846, 36 months,credit_card,Fully Paid,21000,9.17,669.46,RENT,145000,Source Verified,14345,56.9,10,0,22329.01
45394190,48501906, 36 months,credit_card,Fully Paid,20400,12.29,680.41,RENT,66000,Source Verified,15473,87.4,23,7,22100.73
52839073,56338836, 36 months,credit_card,Fully Paid,6000,5.32,180.69,MORTGAGE,70000,Not Verified,18832,41.9,46,1,6293.37
49623255,52951972, 36 months,credit_card,Charged Off,25000,9.99,806.57,RENT,70000,Source Verified,46290,48.6,22,1,9644.15
38416792,41200650, 36 months,credit_card,Charged Off,15000,11.99,498.15,OWN,52000,Source Verified,14957,42.7,20,7,7513.25
39622576,42446430, 36 months,credit_card,Fully Paid,8000,9.49,256.23,RENT,44000,Source Verified,8942,73.9,27,8,8973.96
55999142,59660898, 36 months,credit_card,Charged Off,7000,7.89,219,MORTGAGE,37577,Verified,6534,69.5,15,1,1745.86
50203282,53581997, 36 months,credit_card,Charged Off,16900,16.55,598.76,MORTGAGE,75000,Source Verified,14099,57.8,10,8,4246.04
54324106,57904842, 36 months,credit_card,Fully Paid,19000,11.53,626.82,OWN,100000,Not Verified,15662,51.9,21,4,19013.39
38467588,41261439, 36 months,credit_card,Fully Paid,6000,11.99,199.26,RENT,36000,Not Verified,4282,47.1,8,6,6903.660001
68513907,73403644, 36 months,credit_card,Fully Paid,15000,8.49,473.45,MORTGAGE,58000,Verified,16446,66.3,26,4,15392.19014
38038126,40800840, 36 months,credit_card,Fully Paid,15000,8.67,474.7,MORTGAGE,45000,Source Verified,11559,51.8,13,8,16407.96
39523085,42346947, 36 months,credit_card,Fully Paid,11000,11.99,365.31,MORTGAGE,29000,Verified,11057,68.3,15,4,12051.47
60871234,64912989, 36 months,credit_card,Charged Off,12800,11.53,422.28,MORTGAGE,160000,Verified,33070,93.4,44,6,1680.92
43802371,46819194, 36 months,credit_card,Fully Paid,9600,10.99,314.25,MORTGAGE,76000,Not Verified,8755,79.6,8,5,9793.04
39937885,42782626, 36 months,credit_card,Fully Paid,8000,8.19,251.4,MORTGAGE,85000,Not Verified,6363,46.8,25,2,8716.33
46487918,49625699, 36 months,credit_card,Charged Off,15075,13.33,510.34,RENT,51750,Not Verified,14315,65,22,7,1978.39
55111258,58682063, 36 months,credit_card,Fully Paid,6000,7.89,187.72,MORTGAGE,26200,Source Verified,8249,65,15,3,6228.98
41100906,43976724, 36 months,credit_card,Fully Paid,1000,6.92,30.85,MORTGAGE,127000,Verified,29525,19.9,48,7,1043.12753
66414841,71140680, 36 months,credit_card,Fully Paid,15000,6.24,457.97,MORTGAGE,112000,Not Verified,15799,22,24,0,15515.29
58733212,62573965, 36 months,credit_card,Fully Paid,11800,9.99,380.7,RENT,31706.48,Not Verified,12323,56,34,2,12806.65
39240777,42044549, 36 months,credit_card,Fully Paid,16000,9.49,512.46,MORTGAGE,62000,Not Verified,16303,53.5,18,6,17685.78
67317793,72119568, 36 months,credit_card,Fully Paid,18000,6.89,554.89,MORTGAGE,96000,Not Verified,24432,64.1,37,4,18660.12
61451189,65569970, 36 months,credit_card,Fully Paid,32000,8.18,1005.43,RENT,100000,Verified,28329,38.8,54,0,33336.61
39269607,42073340, 36 months,credit_card,Fully Paid,15000,8.67,474.7,RENT,75000,Source Verified,11271,56.9,27,11,15860.82
57674554,61427336, 36 months,credit_card,Fully Paid,9000,12.29,300.18,RENT,67000,Source Verified,11000,44.9,20,6,9894.3
64270740,68740472, 36 months,credit_card,Fully Paid,12000,12.05,398.86,RENT,75000,Source Verified,5206,32.5,12,3,12389.66
53954301,57465026, 36 months,credit_card,Fully Paid,9900,15.61,346.16,MORTGAGE,31000,Source Verified,3269,38.5,10,6,9917.82
57094131,60806844, 36 months,credit_card,Fully Paid,8800,13.99,300.73,RENT,20000,Verified,9490,35.9,16,4,9964.77
55979385,59641143, 36 months,credit_card,Fully Paid,12000,5.32,361.38,MORTGAGE,45000,Source Verified,13750,13.1,22,3,12569.71
57125404,60828164, 36 months,credit_card,Fully Paid,6575,17.86,237.25,RENT,31000,Verified,16496,61.1,23,5,7532.890001
67858891,72717623, 36 months,credit_card,Fully Paid,13000,12.59,435.46,RENT,54000,Verified,5971,21,20,10,14199.42
53684587,57215323, 36 months,credit_card,Charged Off,8000,9.99,258.1,RENT,46000,Source Verified,28978,67.5,26,6,2711.88
55981657,59643491, 36 months,credit_card,Fully Paid,35000,9.17,1115.77,MORTGAGE,100000,Source Verified,15086,30.6,21,6,35496.63
54178200,57718958, 36 months,credit_card,Fully Paid,10000,11.53,329.91,OWN,87000,Source Verified,45751,91,22,6,11038.56
57025357,60738114, 36 months,credit_card,Fully Paid,35000,11.53,1154.66,MORTGAGE,150000,Source Verified,35217,74.3,38,1,38888.69
56071769,59733608, 36 months,credit_card,Fully Paid,24000,10.99,785.62,RENT,75000,Source Verified,19341,70.8,33,8,25388.39
52008433,55438195, 36 months,credit_card,Charged Off,6500,14.65,224.22,RENT,20000,Source Verified,5541,66,13,5,1546.33
66530183,71255899, 36 months,credit_card,Fully Paid,9650,13.18,325.99,RENT,60000,Source Verified,1259,28,27,0,10022.68193
54283934,57834681, 36 months,credit_card,Fully Paid,10000,9.99,322.63,RENT,25000,Source Verified,7964,40.2,24,3,10667.23
48181393,51431120, 36 months,credit_card,Charged Off,23400,17.86,844.33,MORTGAGE,52000,Verified,23003,53,30,16,8658.48
55308606,58879329, 36 months,credit_card,Charged Off,25000,8.18,785.49,OWN,128700,Source Verified,19075,77.9,27,3,8617.67
39299239,42102955, 36 months,credit_card,Fully Paid,25000,6.49,766.12,OWN,58000,Source Verified,118584,38.3,31,4,25440.5
60942948,64984768, 36 months,credit_card,Fully Paid,6500,12.69,218.05,RENT,40000,Verified,5758,45.3,15,9,7032.46
55118169,58688885, 36 months,credit_card,Fully Paid,10000,7.89,312.86,MORTGAGE,110000,Source Verified,9914,63.1,14,3,10651.37
40392935,43257729, 36 months,credit_card,Fully Paid,9450,13.66,321.43,RENT,45000,Not Verified,4331,43,19,5,11142.37
59252937,63140771, 36 months,credit_card,Fully Paid,7200,9.99,232.29,RENT,33280,Verified,12123,69.7,37,4,7912.23
60537374,64558173, 36 months,credit_card,Fully Paid,7000,7.89,219,RENT,73000,Source Verified,2566,36.1,29,3,7397.990001
38301381,41085111, 36 months,credit_card,Fully Paid,6000,9.49,192.17,MORTGAGE,96000,Verified,6364,65,41,1,6619.670003
55279138,58859874, 36 months,credit_card,Fully Paid,30000,12.69,1006.35,RENT,150000,Source Verified,102131,61.2,18,2,32935.47001
63918394,68349171, 36 months,credit_card,Fully Paid,35000,12.59,1172.39,MORTGAGE,125000,Verified,54785,64.2,50,13,37477.71
48676075,51924865, 36 months,credit_card,Fully Paid,8000,11.53,263.93,MORTGAGE,55779,Not Verified,5380,79,18,3,8670.55
65384233,69970992, 36 months,credit_card,Fully Paid,13000,12.59,435.46,MORTGAGE,85000,Verified,17043,33,38,13,13947.657
51936988,55366727, 36 months,credit_card,Fully Paid,9000,9.17,286.92,RENT,45000,Not Verified,3785,12.9,22,6,9720.82
40362347,43227148, 36 months,credit_card,Charged Off,5000,10.49,162.49,MORTGAGE,66000,Not Verified,5512,87,14,2,2271.95
38161890,40945643, 36 months,credit_card,Fully Paid,8000,15.99,281.22,MORTGAGE,28000,Source Verified,11024,32.7,14,11,8812.32
42954818,45951553, 36 months,credit_card,Fully Paid,5000,6.39,153,RENT,95000,Not Verified,6348,9.1,24,5,5253.489789
63495468,67838204, 36 months,credit_card,Fully Paid,20000,7.26,619.93,MORTGAGE,85000,Not Verified,36678,67.3,36,4,20702.48
38564151,41347865, 36 months,credit_card,Fully Paid,6300,6.49,193.07,RENT,44000,Source Verified,9697,77,30,2,6625.92
60960750,65002489, 36 months,credit_card,Fully Paid,8000,8.18,251.36,RENT,50000,Source Verified,5085,26.3,15,1,8433.57
51537099,54946836, 36 months,credit_card,Fully Paid,9600,9.99,309.72,RENT,24000,Verified,12934,24,23,14,10476.04
42474092,45440854, 36 months,credit_card,Fully Paid,22000,6.68,676.09,RENT,72000,Source Verified,9275,18.4,16,3,23779
55555303,59157073, 36 months,credit_card,Fully Paid,4800,16.55,170.07,MORTGAGE,96000,Verified,58238,74,40,4,5635.16
50635590,54015323, 36 months,credit_card,Fully Paid,14000,5.32,421.61,OWN,75000,Not Verified,15821,59.3,29,1,14683.16
40590209,43454925, 36 months,credit_card,Fully Paid,16500,6.99,509.4,RENT,47500,Source Verified,23816,32.4,27,9,17583.02
41030922,43906714, 36 months,credit_card,Fully Paid,7900,12.29,263.49,RENT,34600,Source Verified,5994,59.9,29,4,8723.97
51186458,54596209, 36 months,credit_card,Fully Paid,15000,6.89,462.41,RENT,38000,Not Verified,13349,75.8,14,0,15450.06
46547877,49685658, 36 months,credit_card,Fully Paid,25000,12.69,838.63,MORTGAGE,75000,Verified,37190,79,26,1,28792.87
58543215,62383961, 36 months,credit_card,Fully Paid,15000,7.26,464.95,RENT,64000,Source Verified,16362,77.5,13,2,16039.29
46958523,50167250, 36 months,credit_card,Fully Paid,13050,11.53,430.53,MORTGAGE,103308,Not Verified,31108,80.4,19,3,13898.55
54293967,57824686, 36 months,credit_card,Fully Paid,20000,8.18,628.39,RENT,70000,Source Verified,15991,86.4,13,1,21693.34
52668382,56168110, 36 months,credit_card,Charged Off,4800,8.18,150.82,OWN,17000,Not Verified,4399,33.8,8,5,1103.56
44459674,47507404, 36 months,credit_card,Fully Paid,7750,13.99,264.84,RENT,116000,Verified,4153,42,32,9,8866.600001
68563799,73453533, 36 months,credit_card,Fully Paid,10000,13.99,341.73,MORTGAGE,250000,Verified,59481,94,33,7,10675.16
60515429,64536152, 36 months,credit_card,Fully Paid,19000,12.29,633.71,RENT,60000,Verified,18637,53.1,28,17,21231.86001
48464192,51712906, 36 months,credit_card,Fully Paid,18000,6.68,553.16,RENT,112000,Source Verified,17958,67.8,28,4,19331.58
42513731,45480443, 36 months,credit_card,Fully Paid,8000,7.89,250.29,RENT,80000,Source Verified,5078,79.3,11,1,8775.68
61403779,65522648, 36 months,credit_card,Charged Off,3000,12.29,100.06,RENT,18000,Source Verified,3279,18,11,6,595.24
55747552,59399274, 36 months,credit_card,Fully Paid,5600,9.17,178.53,MORTGAGE,46000,Verified,6000,35.1,24,8,5847.49
41080132,43955913, 36 months,credit_card,Fully Paid,9600,6.68,295.02,RENT,100000,Source Verified,8527,82.8,16,4,10142.2
41439486,44346221, 36 months,credit_card,Charged Off,8000,17.86,288.66,MORTGAGE,19608,Verified,9060,85.5,13,5,4077.54
41216797,44123532, 36 months,credit_card,Fully Paid,10000,9.17,318.79,RENT,66732,Source Verified,17466,91.9,24,2,11145.64
55255312,58836270, 36 months,credit_card,Fully Paid,29525,12.69,990.42,MORTGAGE,225000,Verified,81962,58.4,42,9,32126.71
60575673,64596405, 36 months,credit_card,Fully Paid,29125,9.17,928.48,RENT,128000,Verified,23478,38.6,30,4,29967.89
53402254,56921972, 36 months,credit_card,Charged Off,18000,6.24,549.56,MORTGAGE,191200,Verified,68497,56.8,55,12,3291.12
48926153,52214865, 36 months,credit_card,Fully Paid,6000,10.99,196.41,MORTGAGE,56000,Not Verified,6352,31,23,7,6448.96
55128355,58699075, 36 months,credit_card,Fully Paid,15000,7.26,464.95,MORTGAGE,160000,Source Verified,15091,53.1,46,15,16095.56
37068125,39536839, 36 months,credit_card,Charged Off,7200,14.99,249.56,MORTGAGE,74000,Not Verified,5432,45.6,12,8,2680.45
55209381,58780129, 36 months,credit_card,Fully Paid,13000,8.18,408.46,MORTGAGE,45000,Not Verified,11342,61,44,4,14086.37
38446263,41230062, 36 months,credit_card,Fully Paid,20000,9.49,640.57,RENT,50000,Source Verified,27374,43.5,22,6,21747.94
67367496,72179263, 36 months,credit_card,Fully Paid,7000,5.32,210.81,RENT,78000,Not Verified,14325,34.3,56,3,7195.69
38544549,41328286, 36 months,credit_card,Charged Off,7000,12.39,233.81,RENT,25000,Verified,7076,18.2,10,3,3497.51
41490261,44426977, 36 months,credit_card,Fully Paid,10050,12.29,335.2,RENT,28766,Verified,14011,38,22,2,10866.9
43689551,46706279, 36 months,credit_card,Fully Paid,16000,7.89,500.58,MORTGAGE,110000,Source Verified,16156,57.9,23,6,17054.79
48725958,51974740, 36 months,credit_card,Fully Paid,5000,7.89,156.43,RENT,31000,Not Verified,4575,50.3,15,2,5448.24
50064856,53423608, 36 months,credit_card,Fully Paid,15775,8.18,495.65,RENT,36000,Not Verified,21265,47.7,19,1,16192.53
48725026,51973779, 36 months,credit_card,Fully Paid,35000,13.99,1196.05,RENT,85000,Verified,17771,34.8,24,6,39568.88
41388449,44295177, 36 months,credit_card,Fully Paid,8325,12.29,277.67,MORTGAGE,19956,Verified,13011,42.1,38,9,9211.88
50585274,53964993, 36 months,credit_card,Fully Paid,5500,11.53,181.45,RENT,36000,Not Verified,5257,82.1,22,6,6231.2
51896222,55325934, 36 months,credit_card,Fully Paid,15000,11.53,494.86,RENT,40000,Source Verified,12929,88,9,0,16933.58
60961629,65003407, 36 months,credit_card,Fully Paid,12500,7.89,391.08,RENT,52000,Not Verified,14655,40.2,14,5,12780.58
61514118,65632964, 36 months,credit_card,Charged Off,8000,12.29,266.83,RENT,21000,Source Verified,6680,55.2,15,5,1476.3
43679700,46696424, 36 months,credit_card,Fully Paid,5000,12.69,167.73,RENT,40000,Not Verified,2542,60,24,6,5444.13
40846445,43712163, 36 months,credit_card,Fully Paid,28000,6.68,860.47,MORTGAGE,92200,Source Verified,85496,45.7,33,3,28874.34
48051853,51291631, 36 months,credit_card,Fully Paid,12000,8.18,377.04,RENT,47000,Not Verified,12056,57.1,31,2,12882.07
38646098,41429913, 36 months,credit_card,Fully Paid,12325,12.99,415.22,RENT,110000,Not Verified,12254,63.5,11,4,14054.38
63346318,67688082, 36 months,credit_card,Fully Paid,4800,13.99,164.03,MORTGAGE,30000,Source Verified,3819,68.2,12,6,5413.33
41132256,44008129, 36 months,credit_card,Fully Paid,6000,11.53,197.95,MORTGAGE,65000,Not Verified,6309,47,38,5,6459.95
64161128,68630862, 36 months,credit_card,Fully Paid,6000,9.17,191.28,MORTGAGE,62000,Not Verified,20303,73.6,32,8,6447.85
58953762,62826496, 36 months,credit_card,Fully Paid,2200,15.61,76.93,MORTGAGE,80000,Verified,995,2.5,56,23,2289.18
40919632,43795371, 36 months,credit_card,Fully Paid,6000,12.29,200.12,OWN,49000,Verified,11344,54,20,7,6855.940001
40470159,43334873, 36 months,credit_card,Fully Paid,15000,7.49,466.53,RENT,62000,Source Verified,7484,43.3,24,1,16027.19
46496816,49634556, 36 months,credit_card,Fully Paid,4900,7.89,153.3,MORTGAGE,60000,Source Verified,4514,16.1,14,5,5290.29
42494226,45460989, 36 months,credit_card,Fully Paid,6000,11.53,197.95,RENT,92000,Not Verified,20585,85.8,14,4,6645.85
45524138,48621850, 36 months,credit_card,Fully Paid,6000,13.33,203.12,RENT,45000,Source Verified,17655,44.7,44,10,6810.61
28784062,31307259, 36 months,credit_card,Fully Paid,12000,12.29,400.24,MORTGAGE,55000,Not Verified,13444,75.1,30,5,12382.44
41419415,44305154, 36 months,credit_card,Fully Paid,10000,8.18,314.2,RENT,54000,Source Verified,18463,57.5,28,7,10739.61
38762613,41546346, 36 months,credit_card,Fully Paid,17100,11.99,567.89,RENT,38000,Not Verified,7207,42,15,3,19588.64
41021680,43897557, 36 months,credit_card,Fully Paid,8000,10.99,261.88,RENT,25000,Not Verified,6787,27.1,9,4,8917.19
67447908,72259678, 36 months,credit_card,Charged Off,15600,7.89,488.06,RENT,100000,Source Verified,26734,51.4,28,7,962.44
49026265,52314977, 36 months,credit_card,Fully Paid,8000,7.26,247.97,MORTGAGE,65000,Not Verified,23722,85,17,5,8612.28
58662777,62503503, 36 months,credit_card,Fully Paid,12000,9.99,387.15,MORTGAGE,201000,Source Verified,14710,48.4,28,9,12530.15
50055019,53413792, 36 months,credit_card,Fully Paid,7600,6.24,232.04,RENT,72100,Not Verified,8888,53.9,39,0,8100.56
68355951,73245747, 36 months,credit_card,Fully Paid,14250,15.77,499.38,MORTGAGE,31000,Not Verified,26577,59.9,17,4,15473.38
43639579,46656307, 36 months,credit_card,Fully Paid,20000,14.65,689.89,RENT,95000,Verified,21320,53.2,16,10,21075.48
50053140,53411852, 36 months,credit_card,Fully Paid,10000,5.32,301.15,MORTGAGE,106000,Not Verified,9731,17.3,34,3,10505.45
